Experiment,Subject,ID,Procedure[Block],Trial,Prime[Trial],PrimeCondition,Stimuli1,Target[Trial],TargetDefinition.RESP[Trial],ResponseRT,State,StateRT,TargetResponse.RESP[Trial],TargetResponse.RT[Trial],TargetAccuracy,PrimeIntrusion,PrimeResponse,PrimeResponseRT,PrimeResp_ACC,RTRecognisePrime,RTRecogniseTarget,PrimeDef.RESP,PrimeFirstResp_ACC,PrimeDef.RT
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,4,C o n g r e s s,U,1,a b d i c a t e,,0,4,3592,abdicate{SPACE},2985,0,,congress{SPACE},2583,,6449,8346,{SPACE},0,6665
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,69,C o b a i n,U,2,a b o r i g i n e,aborgin,8630,4,4152,aborigine{SPACE},2833,0,,cobain{SPACE},2246,,4753,6777,{SPACE},0,2963
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,12,c o n v e n i e n t,U,3,a b s t a i n,,0,1,2261,abstain{SPACE},2577,0,,convenient{SPACE},4018,,7939,5227,{SPACE},0,5240
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,9,d a w n,U,4,a d v o c a t e,{SPACE},7675,2,1604,advocate{SPACE},2876,0,,{SPACE},1901,,1880,6303,dawn{SPACE},1,5490
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,28,d i f f i c u l t,U,5,A l c o t t,{SPACE},3353,4,2142,alcott{SPACE},1833,0,,difficult{SPACE},2583,,3637,3706,strenuous{SPACE},0,9802
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,54,d e p t h,U,6,a n a c h r o n i s m,{SPACE},6116,4,1374,anachronism{SPACE},5665,0,,depth{SPACE},1543,,893,3302,depth{SPACE},1,5233
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,46,i n t e r f e r e,U,7,a n a g r a m,{SPACE},5032,4,1393,anagram{SPACE},1794,0,,interfere{SPACE},2585,,3985,4386,{SPACE},0,7591
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,44,J a c k s o n,U,8,A n d e s,{SPACE},2495,4,1599,{SHIFT}Andes{SPACE},1803,0,,jackson{SPACE},2920,,714,4360,jackson{SPACE},1,6109
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,6,l i t i g a t e,U,9,A u r o r a,{SPACE},4123,2,3639,aurora{SPACE},2898,0,,litigate{SPACE},5928,,9288,5352,{SPACE},0,9162
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,24,l a c o n i c,U,10,B a n g k o k,bangkok{SPACE},5216,1,1168,bangkok{SPACE},2129,1,,laconic{SPACE},1977,,5902,3222,{SPACE},0,5478
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,10,M e n d e l,U,11,b a r t e r,barter{SPACE},6016,1,2328,barter{SPACE},1923,1,,mendel{SPACE},4039,,5902,3334,{SPACE},0,4858
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,26,m i n i m u m,U,12,B e c k h a m,{SPACE},3724,2,1340,becham{SPACE},2569,0,,minimum{SPACE},1884,,6826,4289,sero{SPACE},0,8240
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,16,T o r o n t o,U,13,b i n o m i a l,{SPACE},8050,1,1526,binomial{SPACE},5762,0,,toronto{SPACE},2578,,1398,5932,toronto{SPACE},1,12116
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,37,r e m e d y,U,14,c a r c a s s,carcass{SPACE},5767,1,1165,carcass{SPACE},2403,1,,remedy{SPACE},2232,,3496,4235,{SPACE},0,8479
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,15,i d e a l,U,15,C a r r o l l,blyton{SPACE},7732,2,1799,carroll{SPACE},2280,0,,ideal{SPACE},1799,,5235,7452,{SPACE},0,14802
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,5,m a r r i a g e,U,16,c h a m e l e o n,marriage{SPACE},2464,1,1894,chameleon{SPACE},3774,0,,{SPACE},2077,,1912,6324,marriage{SPACE},1,7184
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,61,a d v a n c e d,U,17,C h u r c h i l l,chr,9879,1,2304,churchill{SPACE},2377,0,,advanced{SPACE},2265,,2908,3240,progressive{SPACE},0,11125
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,30,f o r e c a s t,U,18,C l e m e n s,{SPACE},2347,2,1345,clemens{SPACE},4229,0,,forecast{SPACE},3019,,2942,5200,{SPACE},0,9806
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,71,p a r a l l e l,R,19,c o n g r u e n t,congruent{SPACE},4910,1,2162,congruent{SPACE},2362,1,,parallel{SPACE},2769,,1564,1710,parallel{SPACE},1,4724
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,51,B r o s n a n,R,20,C o n n e r y,brosnan{SPACE},5300,3,4751,connery{SPACE},2161,0,,brosnan{SPACE},2663,,5318,4464,{SPACE},0,2821
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,65,p r o t o c o l,R,21,c o v e n a n t,faith{SPACE},4710,4,1594,covenant{SPACE},3467,0,,protocol{SPACE},2596,,3119,3913,regulation{SPACE},0,13955
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,19,H o m e r,R,22,D a n t e,da{SPACE},8634,1,1510,dante{SPACE},1382,0,,homer{SPACE},1329,,5248,5818,{SPACE},0,3565
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,53,s u r r e n d e r,R,23,d e f a u l t,{SPACE},6378,4,1320,default{SPACE},2480,0,,surrender{SPACE},2504,,2457,4413,{SPACE},0,5268
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,2,c o n s u m e,R,24,d e p l e t e,expend{SPACE},8147,3,12199,deplete{SPACE},3074,0,,consume{SPACE},3880,,5752,4920,ingestion{SPACE},0,12645
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,76,s p l i t,R,25,d i v e r g e,extrapolate,9892,1,3545,diverge{SPACE},2865,0,,split{SPACE},4119,,2456,3265,divide{SPACE},0,3829
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,64,b i z a r r e,R,26,e c c e n t r i c,quaint,9963,4,2415,eccentric{SPACE},2433,0,,bizarre{SPACE},5814,,2121,2653,strange{SPACE},0,8014
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,18,p o s s e s s i o n,R,27,e x o r c i s m,exp,8404,1,1783,excorcism{SPACE},3346,0,,possession{SPACE},2931,,5847,4998,possessed{SPACE},1,8677
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,8,N e w t o n,R,28,F a r a d a y,,0,1,2821,{SHIFT}Faraday{SPACE},2759,0,,{SHIFT}Newton{SPACE},5099,,1429,4851,newton{SPACE},1,8452
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,74,v e g e t a t i o n,R,29,f o l i a g e,gr3e,9969,1,1827,foliage{SPACE},2546,0,,vegetation{SPACE},3113,,3127,3366,vegetation{SPACE},1,9612
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,34,H e p b u r n,R,30,G a r l a n d,{SPACE},3192,4,2557,garland{SPACE},1559,0,,hepburn{SPACE},1910,,5785,4217,{SPACE},0,3535
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,43,p u p p y,R,31,g o s l i n g,duckling{SPACE},8302,4,2875,gooseling{SPACE},2945,0,,puppy{SPACE},2003,,1370,4680,puppy{SPACE},1,8074
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,50,J e f f e r s o n,R,32,H a n c o c k,{SPACE},7110,4,1793,hancock{SPACE},2184,0,,jefferson{SPACE},2867,,4160,5453,washington{SPACE},0,13042
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,47,B u d a p e s t,R,33,H e l s i n k i,{SPACE},4270,2,1584,helsinki{SPACE},2841,0,,budapest{SPACE},3471,,715,4154,budapest{SPACE},1,9748
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,31,d r e d g e,R,34,h o i s t,hoist{SPACE},4746,1,1378,hoist{SPACE},1667,1,,dredge{SPACE},2270,,4445,2321,excavate{SPACE},0,7737
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,63,S t a l i n,R,35,H u s s e i n,hussain{SPACE},8900,1,1493,hussain{SPACE},1895,1,,stalin{SPACE},2178,,2084,3351,stalin{SPACE},1,5669
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,23,u n i q u e n e s s,R,36,i d i o s y n c r a s y,idiosyncra,9995,1,1428,idiosyncracy{SPACE},5176,1,,uniqueness{SPACE},2855,,4802,4308,{SHIFT}Unique{SPACE},1,5326
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,21,i m p l e m e n t,P,37,i n t e r j e c t,{SPACE},7112,1,2234,interject{SPACE},5728,0,,implement{SPACE},3199,,3996,4145,execute{SPACE},0,6470
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,72,J a c k m a n,P,38,J a g g e r,{SPACE},4426,1,2362,jagger{SPACE},1816,0,,jackman{SPACE},4019,,4319,5769,{SPACE},0,3041
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,70,l a b e l,P,39,l i b e l,{SPACE},5022,4,2438,libel{;}{SPACE},1929,0,,label{SPACE},1620,,2586,4873,trait{SPACE},0,6644
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,11,l o c k e t,P,40,l o q u a c i o u s,talka,9885,4,3906,loquacious{SPACE},5194,0,,{SPACE},1369,,950,8783,locket{SPACE},1,6841
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,48,M a n d a r i n,P,41,M a n d e l a,{SHIFT}Mandela{SPACE},5881,4,1372,mandela{SPACE},1671,1,,mandarin{SPACE},3506,,1048,1674,{SHIFT}Mandarin{SPACE},1,4253
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,68,m e d i u m,P,42,m e a g e r,deficit,9924,1,1527,meager{SPACE},1752,0,,medium{SPACE},2195,,2489,3719,medium{SPACE},1,8294
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,55,m u r d e r,P,43,M e r c u r y,{SPACE},8031,4,1397,{CAPSLOCK}MERCURY{SPACE},3142,0,,murder{SPACE},2323,,1440,3387,murder{SPACE},1,7593
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,75,m i l i t a r y,P,44,M i l l e r,{SPACE},2943,2,1981,miller{SPACE},1765,0,,military{SPACE},2722,,3749,3737,stoops{SPACE},0,6962
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,32,m i l k,P,45,m i n c e,mince{SPACE},4472,1,1623,mince{SPACE},1461,1,,milk{SPACE},1844,,1672,2916,milk{SPACE},1,3845
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,17,m o n o p o l y,P,46,m o n o t o n y,bana{SPACE},9969,2,1833,monotony{SPACE},2450,0,,monopoly{SPACE},6408,,4453,6317,monopolu{SPACE},1,6978
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,35,M o n a r c h,P,47,M o n r o e,,0,4,2077,monroe{SPACE},1708,0,,monarch{SPACE},2468,,3685,4368,{SPACE},0,5441
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,42,n a r r a t e,P,48,N a i r o b i,{SPACE},5802,4,1533,nairobi{SPACE},2504,0,,narrate{SPACE},2183,,814,4493,narrate{SPACE},1,4376
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,7,n u m b n e s s,P,49,n u l l i f y,{SPACE},5724,2,1414,nullify{SPACE},3021,0,,numbness{SPACE},5204,,6359,4381,paralysis{SPACE},0,10435
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,59,n e u r a l,P,50,N u r e m b e r g,{SPACE},8750,4,1189,nuremberg{SPACE},3140,0,,neural{SPACE},2839,,3221,5465,nervous{SPACE},0,7575
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,45,o b s t r u c t,P,51,o b s c u r e,secret{SPACE},8116,4,1765,obscure{SPACE},2627,0,,obstruct{SPACE},2698,,2873,5460,obstruct{SPACE},1,7553
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,38,o m n i v o r e,P,52,o m n i p o t e n t,{SPACE},4032,4,2246,omnipotent{SPACE},3217,0,,omnivore{SPACE},2561,,884,4480,omnivore{SPACE},1,5241
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,3,o s t e o p o r o s i s,P,53,o s t e n t a t i o u s,opu,9936,2,8544,ostentatious{SPACE},3697,0,,osteoporosis{SPACE},6351,,4448,8440,osteoporosis{SPACE},1,8889
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,67,o s m o s i s,P,54,O s w a l d,{SPACE},2791,4,1738,oswald{SPACE},2018,0,,osmosis{SPACE},2579,,1305,3297,osmosis{SPACE},1,11717
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,49,O n t a r i o,B,55,O t t a w a,,3719,4,1757,ottawa{SPACE},2363,0,,ontario{SPACE},2301,,3660,4892,toronto{SPACE},0,9673
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,73,p l a c e b o,B,56,p a n a c e a,nu,9860,4,4715,panacea{SPACE},2494,0,,placebo{SPACE},2131,,838,5908,placebo{SPACE},1,3704
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,52,p a r a d i g m,B,57,p a r a g o n,,0,4,694,paragon{SPACE},3238,0,,paradign{SPACE},2495,,2646,5251,abstract{SPACE},0,19313
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,27,p r o m i s c u o u s,B,58,p o l y g a m y,polygamy{SPACE},8000,1,1303,polygamy{SPACE},2357,1,,promiscuous{SPACE},6937,,5186,4267,{SPACE},0,4711
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,40,p r o d i g y,B,59,p r e c o c i o u s,{SPACE},5756,4,2311,precocious{SPACE},7244,0,,prodigy{SPACE},2839,,1746,4193,prodigy{SPACE},1,4824
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,14,p r o g n o s i s,B,60,p r o p h e c y,{SPACE},5647,2,5677,prophecy{SPACE},2596,0,,prognosis{SPACE},2941,,3982,4853,prognosis{SPACE},1,7520
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,57,S a i g o n,B,61,S e o u l,{SPACE},6787,4,1599,seoul{SPACE},2086,0,,saigon{SPACE},3499,,4158,3737,{SPACE},0,9345
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,66,S h e l l e y,B,62,S h a w,{SPACE},2358,2,1424,shaw{SPACE},1531,0,,shelley{SPACE},1979,,3860,2658,{SPACE},0,2663
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,22,S w i t z e r l a n d,B,63,S i c i l y,{SPACE},7818,2,1658,{SHIFT}Sicily{SPACE},2258,0,,{SHIFT}Switzerland{SPACE},3573,,5967,6977,{SHIFT}United{SPACE},0,9991
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,29,S o l o,B,64,S k y w a l k e r,{SPACE},2075,2,1134,skywalker{SPACE},2731,0,,solo{SPACE},1915,,5863,4189,{SPACE},0,2491
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,56,s u b s t i t u t e,B,65,s u r r o g a t e,surrogate{SPACE},4801,1,3250,surrogate{SPACE},2512,1,,substitute{SPACE},3366,,3851,1599,{CAPSLOCK}{SPACE},0,6697
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,41,T o l s t o y,B,66,T h o r e a u,{SPACE},2451,2,1015,thoreau{SPACE},5781,0,,tolstoy{SPACE},3379,,6298,4248,{SPACE},0,2579
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,60,t w i t c h,B,67,t i c,tic{SPACE},7462,1,1285,tic{SPACE},1331,1,,twitch{SPACE},2531,,6779,1336,{SPACE},0,6346
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,36,t y p h o o n,B,68,t s u n a m i,tsunami{SPACE},4633,1,1218,tsunami{SPACE},2373,1,,typhoon{SPACE},2617,,3727,1605,cyclone{SPACE},0,9558
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,33,T e s l a,B,69,T u r i n g,{SPACE},7439,2,1508,turing{SPACE},3139,0,,tesla{SPACE},1736,,4308,7261,{SPACE},0,7645
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,62,W e a s l e y,B,70,W a t s o n,{SPACE},3170,4,1800,watson{SPACE},2147,0,,weasley{SPACE},3397,,4166,3435,{SPACE},0,2405
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,13,W a l k e r,B,71,W a y n e,{SPACE},3529,2,1191,wayne{SPACE},2291,0,,walker{SPACE},1901,,6290,5382,{SPACE},0,2204
PrimeRetrievalYA,16PrimeRetrievalYA,16,S4,25,Y o s e m i t e,B,72,Y e l l o w s t o n e,{SPACE},4418,2,1184,yellowstone{SPACE},2839,0,,yosemite{SPACE},4862,,3743,5252,{SPACE},0,3763
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,23,d i g e s t ,U,1,a b d i c a t e ,abdicate{SPACE},5247,1,1144,abdicate{SPACE},2304,1,,digest{SPACE},1593,,875,1281,digest{SPACE},1,2846
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,76,e c s t a t i c ,U,2,a b o r i g i n e,,0,2,2469,aborigine{SPACE},2846,0,,ecstatic{SPACE},2094,,1495,4443,ecstatic{SPACE},1,14079
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,21,e x e r c i s e ,U,3,a b s t a i n,{SPACE},6794,2,1467,abstain{SPACE},2786,0,,exercise{SPACE},2881,,2264,1482,exercise{SPACE},1,5953
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,60,F a h r e n h e i t ,U,4,a d v o c a t e ,{SPACE},8686,2,1295,advocate{SPACE},3622,0,,fahrenheit{SPACE},4444,,1095,1590,fahrenheit{SPACE},1,6089
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,74,f o l d i n g,U,5,A l c o t t ,{SPACE},3279,2,764,alcott{SPACE},1809,0,,folding{SPACE},1575,,2422,3979,{SPACE},0,9880
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,66,g a r n i s h,U,6,a n a c h r o n i s m,{SPACE},4527,2,993,anachronism{SPACE},2445,0,,garnish{SPACE},1627,,1559,3144,topping{SPACE},0,7647
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,34,M c C a r t n e y,U,7,a n a g r a m,{SPACE},7902,2,1306,anagram{SPACE},2293,0,,mccartney{SPACE},2802,,1039,2385,mccartney{SPACE},1,6160
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,10,M e l v i l l e ,U,8,A n d e s,{SPACE},5224,4,2226,andes{SPACE},2018,0,,melville{SPACE},3393,,4134,1334,{SPACE},0,4583
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,4,m a s h ,U,9,A u r o r a ,aurora{SPACE},5828,1,1480,aurora{SPACE},2084,1,,mash{SPACE},1266,,1039,1302,mash{SPACE},1,4071
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,43,m o n o g a m y ,U,10,B a n g k o k,{SPACE},7173,2,1146,bangkok{SPACE},3979,0,,monogamy{SPACE},1980,,1244,1460,monogamy{SPACE},1,5050
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,55,M a d o n n a,U,11,b a r t e r ,barter{SPACE},6518,1,1714,barter{SPACE},1327,1,,madonna{SPACE},1633,,1981,1048,madonna{SPACE},1,5927
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,67,N i l e ,U,12,B e c k h a m,beckham{SPACE},6564,1,1279,beckham{SPACE},2185,1,,nile{SPACE},853,,937,3773,nile{SPACE},1,7020
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,40,T o k y o,U,13,b i n o m i a l ,equation{SPACE},5582,3,1547,binomial{SPACE},3040,0,,tokyo{SPACE},1907,,802,3213,tokyo{SPACE},1,3351
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,24,W i l d e,U,14,c a r c a s s,,0,4,2715,carcass{SPACE},2548,0,,wilde{SPACE},2150,,1443,2418,{SPACE},0,4755
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,68,C o r s i c a,U,15,C a r r o l l,,0,2,1131,carrol{SPACE},1514,0,,corsica{SPACE},1685,,2071,2441,{SPACE},0,10064
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,8,L e i a ,U,16,c h a m e l e o n,chameleon{SPACE},4432,1,1477,chameleon{SPACE},2610,1,,leia{SPACE},1262,,1246,1251,leia{SPACE},1,3975
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,75,m i d w i f e,U,17,C h u r c h i l l,,0,4,3629,churchill{SPACE},2320,0,,midwife{SPACE},2499,,919,1263,midwife{SPACE},1,9588
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,70,E m e r s o n,U,18,C l e m e n s,,0,4,2092,clemens{SPACE},1174,0,,emerson{SPACE},1520,,1166,1655,emerson{SPACE},1,11086
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,53,p a r a l l e l ,R,19,c o n g r u e n t,{SPACE},8174,2,2177,congruent{SPACE},2024,0,,parallel{SPACE},1874,,1483,1623,parallel{SPACE},1,3656
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,65,B r o s n a n,R,20,C o n n e r y,connery{SPACE},4221,1,1241,connery{SPACE},1802,1,,brosnan{SPACE},2900,,3202,1358,connery{SPACE},0,6505
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,52,p r o t o c o l ,R,21,c o v e n a n t ,covenant{SPACE},6981,3,2096,covenant{SPACE},2159,1,,protocol{SPACE},2477,,1711,1947,{SPACE},0,12031
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,72,H o m e r,R,22,D a n t e,dante{SPACE},3294,1,890,dante{SPACE},1131,1,,homer{SPACE},1127,,857,1725,homer{SPACE},1,4501
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,35,s u r r e n d e r,R,23,d e f a u l t,{SPACE},8989,4,2706,default{SPACE},1841,0,,surrender{SPACE},1757,,912,2266,surrender{SPACE},1,6216
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,19,c o n s u m e,R,24,d e p l e t e,,0,3,2787,deplete{SPACE},2215,0,,consume{SPACE},2788,,1086,1589,consume{SPACE},1,6013
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,49,s p l i t,R,25,d i v e r g e,deviate{SPACE},8612,3,1176,diverge{SPACE},2373,0,,split{SPACE},1101,,1229,1569,{SPACE},0,6775
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,57,b i z a r r e,R,26,e c c e n t r i c,{SPACE},7479,3,2690,eccentric{SPACE},2068,0,,bizarre{SPACE},3293,,1096,1735,{SPACE},0,9472
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,45,p o s s e s s i o n ,R,27,e x o r c i s m ,exorcism{SPACE},4601,1,839,exorcism{SPACE},3489,1,,possession{SPACE},2647,,2140,3314,possession{SPACE},1,5276
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,32,N e w t o n ,R,28,F a r a d a y,joules{SPACE},7588,3,3435,faraday{SPACE},2047,0,,newton{SPACE},1649,,882,2297,newton{SPACE},1,4544
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,14,v e g e t a t i o n ,R,29,f o l i a g e,leaves,9441,1,2037,foilage{SPACE},2059,0,,vegetation{SPACE},4166,,1487,1811,{SPACE},0,6810
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,15,H e p b u r n,R,30,G a r l a n d,,0,4,2086,garland{SPACE},1924,0,,hepburn{SPACE},2376,,1422,1569,hepburn{SPACE},1,5782
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,27,p u p p y,R,31,g o s l i n g,{SPACE},7236,2,1751,gosling{SPACE},2243,0,,puppy{SPACE},2394,,843,1949,puppy{SPACE},1,4039
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,11,J e f f e r s o n,R,32,H a n c o c k,hancock{SPACE},7101,1,1333,hancock{SPACE},3018,1,,jefferson{SPACE},2387,,918,1176,jefferson{SPACE},1,11775
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,41,B u d a p e s t ,R,33,H e l s i n k i ,helsinki{SPACE},4363,3,1714,helsinki{SPACE},1670,1,,budapest{SPACE},1987,,1585,1287,{SPACE},0,3130
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,71,d r e d g e ,R,34,h o i s t,{SPACE},6750,2,1154,hoist{SPACE},1163,0,,dredge{SPACE},1725,,2944,1260,{SPACE},0,9806
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,2,S t a l i n ,R,35,H u s s e i n,hu,9745,1,8836,hussein{SPACE},3050,0,,stalin{SPACE},1927,,1255,1908,stalin{SPACE},1,5973
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,73,u n i q u e n e s s ,R,36,i d i o s y n c r a s y ,{SPACE},7353,3,1336,idiosincrasy{SPACE},5095,0,,unique{SPACE},1753,,1957,1821,exemplary{SPACE},0,7510
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,51,i m p l e m e n t,P,37,i n t e r j e c t,interrupt{SPACE},5313,1,998,interject{SPACE},2436,0,,implement{SPACE},3120,,1364,2201,{SPACE},0,6450
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,6,J a c k m a n,P,38,J a g g e r ,,0,2,2523,jagger{SPACE},2096,0,,jackman{SPACE},2101,,936,1397,jackman{SPACE},1,5693
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,47,l a b e l,P,39,l i b e l,,9818,3,2414,libel{SPACE},1517,0,,label{SPACE},1539,,1334,3442,{SPACE},0,7430
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,7,l o c k e t ,P,40,l o q u a c i o u s ,{SPACE},6775,3,3417,loquacious{SPACE},3235,0,,locket{SPACE},1784,,1073,2152,locket{SPACE},1,4442
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,44,M a n d a r i n ,P,41,M a n d e l a,mandela{SPACE},4420,1,841,mandela{SPACE},1601,1,,mandarin{SPACE},1928,,925,1115,mandarin{SPACE},1,3875
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,69,m e d i u m ,P,42,m e a g e r ,meager{SPACE},5075,3,1313,meager{SPACE},1305,1,,medium{SPACE},1779,,869,1125,medium{SPACE},1,3353
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,17,m u r d e r ,P,43,M e r c u r y,mercury{SPACE},4049,1,1075,mercury{SPACE},1954,1,,murder{SPACE},1793,,1266,1584,murder{SPACE},1,5006
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,18,m i l i t a r y ,P,44,M i l l e r ,miller{SPACE},5675,1,1204,miller{SPACE},1389,1,,military{SPACE},4374,,2737,1245,soldiers{SPACE},0,9358
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,38,m i l k ,P,45,m i n c e,mince{SPACE},4018,1,948,mince{SPACE},1203,1,,milk{SPACE},1612,,796,868,milk{SPACE},1,3175
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,3,m o n o p o l y ,P,46,m o n o t o n y ,{SPACE},7394,2,2080,monotony{SPACE},2392,0,,monopoly{SPACE},2922,,1177,2606,monopoly{SPACE},1,4897
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,22,M o n a r c h,P,47,M o n r o e ,monroe{SPACE},5564,1,953,monroe{SPACE},1735,1,,monarch{SPACE},2004,,952,1322,monarch{SPACE},1,4451
PrimeRetrievalYA,25PrimeRetrievalYA,25,S5,13,n a r r a t e,P,48,N a i r o b i,{SPACE},5246,2,1831,nairobi{SPACE},2609,0,,narrate{SPACE},1990,,1205,2365,narrate{SPACE},1,7894
